index,RIC,ADV_USD,Days_Used,Latest_Date
527,TCAPI.L,5386228.0174952885,75,2026-02-20
528,TCFP.PA,68274548.08817571,75,2026-02-20
529,TE.PA,11824162.201033497,75,2026-02-20
530,TECN.S,9874516.765067404,75,2026-02-20
531,TEF.MC,48979762.41644904,75,2026-02-20
532,TEGG.DE,7818746.642486129,75,2026-02-20
533,TEL.OL,23359528.844393127,75,2026-02-20
534,TEL2b.ST,30069466.460008945,75,2026-02-20
535,TELIA.ST,28835556.34113926,75,2026-02-20
536,TEMN.S,16526323.678933913,75,2026-02-20
537,TENR.MI,54571092.89160644,73,2026-02-20
538,TEPRF.PA,22032943.69858147,75,2026-02-20
539,THULE.ST,6380358.146743647,75,2026-02-20
540,TKAG.DE,35775488.78092062,75,2026-02-20
541,TLIT.MI,128136523.14601031,73,2026-02-20
542,TLXGn.DE,13029887.38746663,75,2026-02-20
543,TOM.OL,5536349.280475175,75,2026-02-20
544,TRELb.ST,14007098.316190947,75,2026-02-20
545,TRN.MI,36237845.161429785,73,2026-02-20
546,TRYG.CO,19183118.456678566,75,2026-02-20
547,TSCO.L,88650497.82496136,75,2026-02-20
548,TTEF.PA,249371615.71367723,75,2026-02-20
549,TUB.BR,13300136.182668231,75,2026-02-20
550,TUI1n.DE,32915102.30065926,75,2026-02-20
551,TW.L,25928437.462197237,75,2026-02-20
552,UBSG.S,248965754.17950806,75,2026-02-20
553,UCB.BR,62344977.325503245,75,2026-02-20
554,UHR.S,26401102.92268383,75,2026-02-20
555,ULVR.L,242656465.40476817,75,2026-02-20
556,UMG.AS,48196489.58870396,75,2026-02-20
557,UMI.BR,13110803.223036906,75,2026-02-20
558,UNI.MC,15417121.690338593,75,2026-02-20
559,UNPI.MI,29404216.543149885,73,2026-02-20
560,UPM.HE,35002157.709215015,75,2026-02-20
561,URW.PA,40991503.68855861,75,2026-02-20
562,UTG.L,18813535.469631366,75,2026-02-20
563,UU.L,24349130.3066774,75,2026-02-20
564,VACN.S,51549492.633912235,75,2026-02-20
565,VALMT.HE,11129336.302026669,75,2026-02-20
566,VAR.OL,21733798.080932695,75,2026-02-20
567,VEND.OL,16746766.552114932,75,2026-02-20
568,VERB.VI,10357538.515987853,75,2026-02-20
569,VID.MC,2295356.86347708,75,2026-02-20
570,VIE.PA,56609693.29874042,75,2026-02-20
571,VIS.MC,4930636.489734287,75,2026-02-20
572,VLLP.PA,11837262.17314401,75,2026-02-20
573,VLOF.PA,11434670.750771286,75,2026-02-20
574,VNAn.DE,83979367.87331496,75,2026-02-20
575,VOD.L,110659631.15795651,75,2026-02-20
576,VOES.VI,16375020.092222415,75,2026-02-20
577,VOLVb.ST,105285318.93594047,75,2026-02-20
578,VOPA.AS,6050765.869413684,75,2026-02-20
579,VOWG_p.DE,96560588.41004406,75,2026-02-20
580,VSURE.ST,14943461.649874866,75,2026-02-20
581,VTYV.L,10120306.637899343,75,2026-02-20
582,VWS.CO,72909997.22804917,75,2026-02-20
583,VZN.S,5715996.980112783,75,2026-02-20
584,WALLb.ST,2835622.006680637,75,2026-02-20
585,WBSV.VI,7823931.33284316,75,2026-02-20
586,WDPP.BR,9603394.93615137,75,2026-02-20
587,WEIR.L,36824140.20079059,75,2026-02-20
588,WIHL.ST,3898730.606401504,75,2026-02-20
589,WISEa.L,25731939.721565843,75,2026-02-20
590,WLSNc.AS,89675672.83294876,75,2026-02-20
591,WPP.L,29221182.56642696,75,2026-02-20
592,WRT1V.HE,28617413.210756615,75,2026-02-20
593,WTB.L,30097838.78188243,75,2026-02-20
594,YAR.OL,19966278.566190545,75,2026-02-20
595,ZALG.DE,40553472.67987628,75,2026-02-20
596,ZEG.L,11744360.92339747,75,2026-02-20
597,ZELA.CO,27957237.410172086,75,2026-02-20
598,ZURN.S,188872479.65719995,75,2026-02-20
